incumbent,party,votes,votes_percent,candidate_name,description,geography,precincts_reporting,slug,race_name,scraped_datetime,source
False,Dem,2288,0.6751,Marc Berman,,,100% (236 of 236) precincts reporting,state-assembly-district-23-districtwide-results,State Assembly District 23 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,1101,0.3249,Tim Dec,,,100% (236 of 236) precincts reporting,state-assembly-district-23-districtwide-results,State Assembly District 23 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,1043,0.9473,Alex Lee,,,56.2% (77 of 137) precincts reporting,state-assembly-district-24-districtwide-results,State Assembly District 24 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,58,0.0527,Bob Brunton,,,56.2% (77 of 137) precincts reporting,state-assembly-district-24-districtwide-results,State Assembly District 24 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,122,0.0446,Ash Kalra,,,100% (193 of 193) precincts reporting,state-assembly-district-25-districtwide-results,State Assembly District 25 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,2613,0.9554,Ted Stroll,,,100% (193 of 193) precincts reporting,state-assembly-district-25-districtwide-results,State Assembly District 25 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,1957,0.9621,Evan Low,,,100% (146 of 146) precincts reporting,state-assembly-district-26-districtwide-results,State Assembly District 26 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,77,0.0379,Tim Gorsulowsky,,,100% (146 of 146) precincts reporting,state-assembly-district-26-districtwide-results,State Assembly District 26 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,65461,0.7321,Esmeralda Soria,,,100% (399 of 399) precincts reporting,state-assembly-district-27-districtwide-results,State Assembly District 27 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,23950,0.2679,Mark Nicholas Pazin,,,100% (399 of 399) precincts reporting,state-assembly-district-27-districtwide-results,State Assembly District 27 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,16531,0.2578,Gail Pellerin,,,100% (312 of 312) precincts reporting,state-assembly-district-28-districtwide-results,State Assembly District 28 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,47585,0.7422,Liz Lawler,,,100% (312 of 312) precincts reporting,state-assembly-district-28-districtwide-results,State Assembly District 28 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,10016,0.3245,Robert Rivas,,,100% (234 of 234) precincts reporting,state-assembly-district-29-districtwide-results,State Assembly District 29 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,20851,0.6755,Stephanie L. Castro,,,100% (234 of 234) precincts reporting,state-assembly-district-29-districtwide-results,State Assembly District 29 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,13537,0.2873,Dawn Addis,,,100% (252 of 252) precincts reporting,state-assembly-district-30-districtwide-results,State Assembly District 30 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,33579,0.7127,Vicki Nohrden,,,100% (252 of 252) precincts reporting,state-assembly-district-30-districtwide-results,State Assembly District 30 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,511,0.5659,Joaquin Arambula,,,100% (289 of 289) precincts reporting,state-assembly-district-31-districtwide-results,State Assembly District 31 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,392,0.4341,Dolce Misol Calandra,,,100% (289 of 289) precincts reporting,state-assembly-district-31-districtwide-results,State Assembly District 31 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,167848,1.0,Vince Fong,,,73.4% (383 of 522) precincts reporting,state-assembly-district-32-districtwide-results,State Assembly District 32 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,885,0.4357,Jose Sigala,,,38.1% (136 of 357) precincts reporting,state-assembly-district-33-districtwide-results,State Assembly District 33 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,1146,0.5643,Devon J. Mathis,,,38.1% (136 of 357) precincts reporting,state-assembly-district-33-districtwide-results,State Assembly District 33 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,4739,0.269,Tom Lackey,,,"100% (1,242 of 1,242) precincts reporting",state-assembly-district-34-districtwide-results,State Assembly District 34 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,12877,0.731,"Thurston ""Smitty"" Smith",,,"100% (1,242 of 1,242) precincts reporting",state-assembly-district-34-districtwide-results,State Assembly District 34 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,109731,0.7333,Jasmeet Bains,,,100% (338 of 338) precincts reporting,state-assembly-district-35-districtwide-results,State Assembly District 35 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,39902,0.2667,Leticia Perez,,,100% (338 of 338) precincts reporting,state-assembly-district-35-districtwide-results,State Assembly District 35 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,129096,0.7333,Eduardo Garcia,,,37.4% (211 of 564) precincts reporting,state-assembly-district-36-districtwide-results,State Assembly District 36 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,46949,0.2667,Ian M. Weeks,,,37.4% (211 of 564) precincts reporting,state-assembly-district-36-districtwide-results,State Assembly District 36 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,342,0.4831,Gregg Hart,,,100% (306 of 306) precincts reporting,state-assembly-district-37-districtwide-results,State Assembly District 37 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,366,0.5169,Mike Stoker,,,100% (306 of 306) precincts reporting,state-assembly-district-37-districtwide-results,State Assembly District 37 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,54458,0.2667,Steve Bennett,,,"100% (1,054 of 1,054) precincts reporting",state-assembly-district-38-districtwide-results,State Assembly District 38 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,149761,0.7333,Cole Brocato,,,"100% (1,054 of 1,054) precincts reporting",state-assembly-district-38-districtwide-results,State Assembly District 38 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,130,0.3377,Juan Carrillo,,,100% (264 of 264) precincts reporting,state-assembly-district-39-districtwide-results,State Assembly District 39 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,255,0.6623,Paul Andre Marsh,,,100% (264 of 264) precincts reporting,state-assembly-district-39-districtwide-results,State Assembly District 39 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,201,0.6262,Pilar Schiavo,,,100% (266 of 266) precincts reporting,state-assembly-district-40-districtwide-results,State Assembly District 40 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,120,0.3738,Suzette Martinez Valladares,,,100% (266 of 266) precincts reporting,state-assembly-district-40-districtwide-results,State Assembly District 40 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,271,0.7113,Chris Holden,,,100% (429 of 429) precincts reporting,state-assembly-district-41-districtwide-results,State Assembly District 41 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,110,0.2887,Michael McMahon,,,100% (429 of 429) precincts reporting,state-assembly-district-41-districtwide-results,State Assembly District 41 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,134263,0.7325,Jacqui Irwin,,,100% (664 of 664) precincts reporting,state-assembly-district-42-districtwide-results,State Assembly District 42 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,49022,0.2675,Lori Mills,,,100% (664 of 664) precincts reporting,state-assembly-district-42-districtwide-results,State Assembly District 42 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,100,0.3425,Luz Maria Rivas,,,100% (108 of 108) precincts reporting,state-assembly-district-43-districtwide-results,State Assembly District 43 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,192,0.6575,Siaka Massaquoi,,,100% (108 of 108) precincts reporting,state-assembly-district-43-districtwide-results,State Assembly District 43 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,94,0.3264,Laura Friedman,,,100% (136 of 136) precincts reporting,state-assembly-district-44-districtwide-results,State Assembly District 44 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,194,0.6736,Barry Curtis Jacobsen,,,100% (136 of 136) precincts reporting,state-assembly-district-44-districtwide-results,State Assembly District 44 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,36,0.4737,James C. Ramos,,,100% (512 of 512) precincts reporting,state-assembly-district-45-districtwide-results,State Assembly District 45 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,40,0.5263,Joseph (Joe) W. Martinez,,,100% (512 of 512) precincts reporting,state-assembly-district-45-districtwide-results,State Assembly District 45 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,1026,0.7095,Jesse Gabriel,,,100% (119 of 119) precincts reporting,state-assembly-district-46-districtwide-results,State Assembly District 46 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,420,0.2905,Dana Caruso,,,100% (119 of 119) precincts reporting,state-assembly-district-46-districtwide-results,State Assembly District 46 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,48666,0.2668,Christy Holstege,,,100% (623 of 623) precincts reporting,state-assembly-district-47-districtwide-results,State Assembly District 47 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,133744,0.7332,Greg Wallis,,,100% (623 of 623) precincts reporting,state-assembly-district-47-districtwide-results,State Assembly District 47 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,111,0.3675,Blanca Rubio,,,100% (265 of 265) precincts reporting,state-assembly-district-48-districtwide-results,State Assembly District 48 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,191,0.6325,Ryan Maye,,,100% (265 of 265) precincts reporting,state-assembly-district-48-districtwide-results,State Assembly District 48 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,218,0.6229,Mike Fong,,,100% (184 of 184) precincts reporting,state-assembly-district-49-districtwide-results,State Assembly District 49 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,132,0.3771,Burton Brink,,,100% (184 of 184) precincts reporting,state-assembly-district-49-districtwide-results,State Assembly District 49 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,52,0.4815,Eloise Gomez Reyes,,,100% (346 of 346) precincts reporting,state-assembly-district-50-districtwide-results,State Assembly District 50 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,56,0.5185,Sheela Stark,,,100% (346 of 346) precincts reporting,state-assembly-district-50-districtwide-results,State Assembly District 50 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,106,0.3813,Louis Abramson,,,100% (164 of 164) precincts reporting,state-assembly-district-51-districtwide-results,State Assembly District 51 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,172,0.6187,Rick Chavez Zbur,,,100% (164 of 164) precincts reporting,state-assembly-district-51-districtwide-results,State Assembly District 51 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,110,0.3583,Wendy Carrillo,,,100% (146 of 146) precincts reporting,state-assembly-district-52-districtwide-results,State Assembly District 52 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,197,0.6417,Mia Livas Porter,,,100% (146 of 146) precincts reporting,state-assembly-district-52-districtwide-results,State Assembly District 52 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,154,0.35,Freddie Rodriguez,,,100% (245 of 245) precincts reporting,state-assembly-district-53-districtwide-results,State Assembly District 53 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,286,0.65,Toni Holle,,,100% (245 of 245) precincts reporting,state-assembly-district-53-districtwide-results,State Assembly District 53 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,204,0.6456,Miguel Santiago,,,100% (120 of 120) precincts reporting,state-assembly-district-54-districtwide-results,State Assembly District 54 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,112,0.3544,Elaine Alaniz,,,100% (120 of 120) precincts reporting,state-assembly-district-54-districtwide-results,State Assembly District 54 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,95,0.3265,Isaac G. Bryan,,,100% (168 of 168) precincts reporting,state-assembly-district-55-districtwide-results,State Assembly District 55 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,196,0.6735,Keith Girolamo Cascio,,,100% (168 of 168) precincts reporting,state-assembly-district-55-districtwide-results,State Assembly District 55 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,122,0.3642,Lisa Calderon,,,100% (256 of 256) precincts reporting,state-assembly-district-56-districtwide-results,State Assembly District 56 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,213,0.6358,Jessica Martinez,,,100% (256 of 256) precincts reporting,state-assembly-district-56-districtwide-results,State Assembly District 56 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,98,1.0,Reggie Jones-Sawyer,,,100% (110 of 110) precincts reporting,state-assembly-district-57-districtwide-results,State Assembly District 57 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,135166,0.7332,Sabrina Cervantes,,,100% (151 of 151) precincts reporting,state-assembly-district-58-districtwide-results,State Assembly District 58 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,49193,0.2668,Bernard William Murphy,,,100% (151 of 151) precincts reporting,state-assembly-district-58-districtwide-results,State Assembly District 58 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,4413,0.4956,Phillip Chen,,,100% (523 of 523) precincts reporting,state-assembly-district-59-districtwide-results,State Assembly District 59 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,NPP,4491,0.5044,Leon Q. Sit,,,100% (523 of 523) precincts reporting,state-assembly-district-59-districtwide-results,State Assembly District 59 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,125873,0.7333,Corey A Jackson,,,100% (180 of 180) precincts reporting,state-assembly-district-60-districtwide-results,State Assembly District 60 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,45771,0.2667,Hector Diaz-Nava,,,100% (180 of 180) precincts reporting,state-assembly-district-60-districtwide-results,State Assembly District 60 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,226,0.6997,Tina Simone McKinnor,,,100% (182 of 182) precincts reporting,state-assembly-district-61-districtwide-results,State Assembly District 61 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,97,0.3003,Robert Pullen-Miles,,,100% (182 of 182) precincts reporting,state-assembly-district-61-districtwide-results,State Assembly District 61 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,190,0.5828,Maria Estrada,,,100% (131 of 131) precincts reporting,state-assembly-district-62-districtwide-results,State Assembly District 62 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,136,0.4172,Anthony Rendon,,,100% (131 of 131) precincts reporting,state-assembly-district-62-districtwide-results,State Assembly District 62 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,59524,0.2667,Fauzia Rizvi,,,100% (213 of 213) precincts reporting,state-assembly-district-63-districtwide-results,State Assembly District 63 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,163693,0.7333,Bill Essayli,,,100% (213 of 213) precincts reporting,state-assembly-district-63-districtwide-results,State Assembly District 63 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,3956,0.4916,Blanca Pacheco,,,100% (175 of 175) precincts reporting,state-assembly-district-64-districtwide-results,State Assembly District 64 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,4092,0.5084,"Raul Ortiz, Jr.",,,100% (175 of 175) precincts reporting,state-assembly-district-64-districtwide-results,State Assembly District 64 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,192,0.5981,Mike Anthony Gipson,,,100% (180 of 180) precincts reporting,state-assembly-district-65-districtwide-results,State Assembly District 65 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,129,0.4019,Fatima Iqbal-Zubair,,,100% (180 of 180) precincts reporting,state-assembly-district-65-districtwide-results,State Assembly District 65 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,198,0.6828,Al Muratsuchi,,,100% (147 of 147) precincts reporting,state-assembly-district-66-districtwide-results,State Assembly District 66 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,92,0.3172,George Barks,,,100% (147 of 147) precincts reporting,state-assembly-district-66-districtwide-results,State Assembly District 66 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,4333,0.5014,Sharon Quirk-Silva,,,100% (262 of 262) precincts reporting,state-assembly-district-67-districtwide-results,State Assembly District 67 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,4308,0.4986,Soo Yoo,,,100% (262 of 262) precincts reporting,state-assembly-district-67-districtwide-results,State Assembly District 67 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,4092,0.496,Avelino Valencia,,,100% (206 of 206) precincts reporting,state-assembly-district-68-districtwide-results,State Assembly District 68 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,4158,0.504,Mike Tardif,,,100% (206 of 206) precincts reporting,state-assembly-district-68-districtwide-results,State Assembly District 68 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,115,0.3734,Al Austin II,,,100% (139 of 139) precincts reporting,state-assembly-district-69-districtwide-results,State Assembly District 69 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,193,0.6266,Josh Lowenthal,,,100% (139 of 139) precincts reporting,state-assembly-district-69-districtwide-results,State Assembly District 69 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,4876,0.4952,Diedre Thu-Ha Nguyen,,,100% (268 of 268) precincts reporting,state-assembly-district-70-districtwide-results,State Assembly District 70 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,4970,0.5048,Tri Ta,,,100% (268 of 268) precincts reporting,state-assembly-district-70-districtwide-results,State Assembly District 70 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,104572,0.7155,Matt Rahn,,,100% (338 of 338) precincts reporting,state-assembly-district-71-districtwide-results,State Assembly District 71 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,41574,0.2845,Kate Sanchez,,,100% (338 of 338) precincts reporting,state-assembly-district-71-districtwide-results,State Assembly District 71 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,4999,0.5048,Judie Mancuso,,,100% (361 of 361) precincts reporting,state-assembly-district-72-districtwide-results,State Assembly District 72 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,4903,0.4952,Diane Dixon,,,100% (361 of 361) precincts reporting,state-assembly-district-72-districtwide-results,State Assembly District 72 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,5681,0.5048,Cottie Petrie-Norris,,,100% (321 of 321) precincts reporting,state-assembly-district-73-districtwide-results,State Assembly District 73 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,5572,0.4952,"Steven ""Steve"" Choi",,,100% (321 of 321) precincts reporting,state-assembly-district-73-districtwide-results,State Assembly District 73 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,5274,0.4897,Chris Duncan,,,100% (343 of 343) precincts reporting,state-assembly-district-74-districtwide-results,State Assembly District 74 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,5495,0.5103,Laurie Davies,,,100% (343 of 343) precincts reporting,state-assembly-district-74-districtwide-results,State Assembly District 74 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,840,0.6667,Randy Voepel,,,100% (595 of 595) precincts reporting,state-assembly-district-75-districtwide-results,State Assembly District 75 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,420,0.3333,Marie Waldron,,,100% (595 of 595) precincts reporting,state-assembly-district-75-districtwide-results,State Assembly District 75 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,200,0.3333,Brian Maienschein,,,100% (618 of 618) precincts reporting,state-assembly-district-76-districtwide-results,State Assembly District 76 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,400,0.6667,Kristie Bruce-Lane,,,100% (618 of 618) precincts reporting,state-assembly-district-76-districtwide-results,State Assembly District 76 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,240,0.3333,Tasha Boerner Horvath,,,100% (371 of 371) precincts reporting,state-assembly-district-77-districtwide-results,State Assembly District 77 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,480,0.6667,Dan Downey,,,100% (371 of 371) precincts reporting,state-assembly-district-77-districtwide-results,State Assembly District 77 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,200,0.6667,Chris Ward,,,100% (331 of 331) precincts reporting,state-assembly-district-78-districtwide-results,State Assembly District 78 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,100,0.3333,Eric E. Gonzales,,,100% (331 of 331) precincts reporting,state-assembly-district-78-districtwide-results,State Assembly District 78 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,140,0.3333,Akilah Weber,,,100% (298 of 298) precincts reporting,state-assembly-district-79-districtwide-results,State Assembly District 79 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,280,0.6667,Corbin Sabol,,,100% (298 of 298) precincts reporting,state-assembly-district-79-districtwide-results,State Assembly District 79 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,440,0.6667,David Alvarez,,,100% (313 of 313) precincts reporting,state-assembly-district-80-districtwide-results,State Assembly District 80 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,220,0.3333,Georgette Gómez,,,100% (313 of 313) precincts reporting,state-assembly-district-80-districtwide-results,State Assembly District 80 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,88602,0.2833,Max Steiner,,,100% (568 of 568) precincts reporting,u-s-house-of-representatives-district-1-districtwide-results,U.S. House of Representatives District 1 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,224143,0.7167,Doug LaMalfa,,,100% (568 of 568) precincts reporting,u-s-house-of-representatives-district-1-districtwide-results,U.S. House of Representatives District 1 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,40725,0.3072,Jared Huffman,,,100% (878 of 878) precincts reporting,u-s-house-of-representatives-district-2-districtwide-results,U.S. House of Representatives District 2 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,91846,0.6928,Douglas Brower,,,100% (878 of 878) precincts reporting,u-s-house-of-representatives-district-2-districtwide-results,U.S. House of Representatives District 2 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,25033,0.396,Kermit Jones,,,98.5% (775 of 787) precincts reporting,u-s-house-of-representatives-district-3-districtwide-results,U.S. House of Representatives District 3 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,38182,0.604,Kevin Kiley,,,98.5% (775 of 787) precincts reporting,u-s-house-of-representatives-district-3-districtwide-results,U.S. House of Representatives District 3 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,12051,0.5964,Mike Thompson,,,93% (662 of 712) precincts reporting,u-s-house-of-representatives-district-4-districtwide-results,U.S. House of Representatives District 4 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,8155,0.4036,Matt Brock,,,93% (662 of 712) precincts reporting,u-s-house-of-representatives-district-4-districtwide-results,U.S. House of Representatives District 4 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,145285,0.7326,"Michael J. ""Mike"" Barkley",,,94.7% (446 of 471) precincts reporting,u-s-house-of-representatives-district-5-districtwide-results,U.S. House of Representatives District 5 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,53017,0.2674,Tom McClintock,,,94.7% (446 of 471) precincts reporting,u-s-house-of-representatives-district-5-districtwide-results,U.S. House of Representatives District 5 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,38614,0.6228,Ami Bera,,,100% (309 of 309) precincts reporting,u-s-house-of-representatives-district-6-districtwide-results,U.S. House of Representatives District 6 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,23386,0.3772,Tamika Hamilton,,,100% (309 of 309) precincts reporting,u-s-house-of-representatives-district-6-districtwide-results,U.S. House of Representatives District 6 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Dem,31356,0.4813,Doris Matsui,,,100% (321 of 321) precincts reporting,u-s-house-of-representatives-district-7-districtwide-results,U.S. House of Representatives District 7 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
False,Rep,33787,0.5187,Max Semenenko,,,100% (321 of 321) precincts reporting,u-s-house-of-representatives-district-7-districtwide-results,U.S. House of Representatives District 7 - Districtwide Results,2022-10-23T05:01:15.590481-07:00,ca_secretary_of_state
